,label,tweet_text
1633,other_useful_information,"What Napa Looks Like After the Quake,   A strong earthquake rocked Northern California early Sunday morning,... "
1634,caution_and_advice,"R2Pindex --&gt; Quake M 0.7 - 6km NW of The Geysers, California Time2014-08-27 181937 UTC2014-08-2... "
1635,other_useful_information,"USGS reports a M1.06 earthquake 19km ENE of Lone Pine, California on 8/26/14  175315 UTC "
1636,other_useful_information," scullather ""infodude amazing use of BigData from Jawbone - How the Napa Earthquake Affected Bay Area Sleepers "
1637,other_useful_information,Fitness Trackers Help Quantify Californias Quake 
1638,infrastructure_and_utilities_damage,California wine country quake losses seen in the billions
1639,other_useful_information," earthquakesLA A 1.5 magnitude earthquake occurred 4.97mi NE of North Tustin, California. Details "
1640,other_useful_information, tyleronemo Ã¢â¬Â¢ 
1641,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
1642,other_useful_information, janinebucks California USA Pasadena 
1643,not_related_or_irrelevant," Shining_Abyss ""bgittleson This photo is very California. napa earthquake "
1644,other_useful_information," 10NewsHunt Gov Brown declares Napa earthquake zone a disaster area, NY Times reports. "
1645,infrastructure_and_utilities_damage, heyyouapp Wisconsin USA Madison 
1646,infrastructure_and_utilities_damage,"Earthquake shakes downtown Napa, damages buildings "
1647,other_useful_information,Northern California Quake No Way to Know When Next O... 
1648,other_useful_information,"Earthquake M6.1 Ã¢â¬â 6km WSW of American Canyon, California "
1649,injured_or_dead_people,Boy Hurt in California Quake I Should Be Dead Boy badly hurt by bricks in California quake says lucky to b... 
1650,infrastructure_and_utilities_damage,California temporarily suspends train services as earthquake hits 
1651,injured_or_dead_people, AP BREAKING 3 critically injured and 87 treated at hospital after large earthquake in Californias Bay Area 
1652,other_useful_information, WSJ Images from Northern California where a powerful earthquake struck Sunday morning. 
1653,injured_or_dead_people, janinebucks Ã¢â â USA 
1654,other_useful_information, heyyouapp Georgia USA Athens-Clarke County ÃÂ» 
1655,injured_or_dead_people," In_Nevada Elko Strong California quake causes injuries, damage  "
1656,other_useful_information,Strong California Quake Shakes Famed Wine Country Ã¢â¬â ABC News 
1657,other_useful_information, janinebucks Ã¢â â USA 
1658,other_useful_information,US Companies US_News earthquake Napa Earthquake Spills Napa Valley Wines Winemakers in CaliforniaÃ¢â¬â¢s renowned... 
1659,other_useful_information,"Earthquake M6.1 Ã¢â¬â 6km WSW of American Canyon, California "
1660,donation_needs_or_offers_or_volunteering_services,"Catholic Charities helps with relief after Calif. quake Napa, Calif., Aug 26, 2014 / 0507 am (EWTN News/CNA)... "
1661,other_useful_information,"USGS reports a M1.47 earthquake 3km ESE of El Cerrito, California on 8/27/14  192922 UTC "
1662,caution_and_advice, mandari6 ÃÂ¤ 
1663,caution_and_advice,Ã¢â â USA 
1664,other_useful_information,6.0 Napa earthquake as felt in San Francisco (turn up the volume) 
1665,other_useful_information, psdwordpress wordpress news | The Napa earthquake woke this many Jawbone Up wearers 
1666,injured_or_dead_people,Hospital More than 200 treated since Napa earthquake 
1667,donation_needs_or_offers_or_volunteering_services, KRON4DVillareal Napa County vintners announces $10mil fund for napaquake aid kron4news 
1668,not_related_or_irrelevant, twaimz THERES ANOTHER PREDICTED EAHQUAKE SOON IM GUNNA CRY LIKE CAN I JUST ESCAPE CALIFORNIA WITH A LLAMA
1669,caution_and_advice, gigaom BA had a 10 second warning before SundayÃ¢â¬â¢s Napa earthquake. Why didnÃ¢â¬â¢t everyone else? 
1670,other_useful_information,"Believe it or not, Napa County is one of Californias poorest. The quake will only make it worse... - "
1671,donation_needs_or_offers_or_volunteering_services,Yes.  Luscious_Lushes There will b billions of $ in damage this earthquake.  Please support your napa businesses &amp; buy more wine....
1672,injured_or_dead_people, heyyouapp Ã¢â¢Â¦ 
1673,other_useful_information,"Earthquake 2.51 mag, 4 km SE of San Fernando, California - "
1674,other_useful_information, latimes Sizable aftershock from Napa earthquake rattles residents 
1675,other_useful_information,"USGS reports a M1.5 earthquake 7km SW of Napa, California on 8/26/14  191228 UTC "
1676,other_useful_information, RussellBedwell Little-known fault suspected in Northern California quake 
1677,other_useful_information, nbcbayarea Meadowbrook Lane in Napa Skaters find upside to quake damage. Video 
1678,other_useful_information,Northern California earthquake is the strongest in 25 years EditorÃ¢â¬â¢s note AreÃ¢â¬Â¦ 
1679,donation_needs_or_offers_or_volunteering_services,Pulling a double shift to go help the earthquake relief in Napa.
1680,other_useful_information,"6.0 earthquake recorded in Napa, California. Wine country. My friend and her husband were not so lucky."
1681,infrastructure_and_utilities_damage,News Ã¯Â¼Å¡ California wine country quake losses seen in the billions - Reuters 
1682,other_useful_information, tyleronemo ÃÂ¦ 
1683,infrastructure_and_utilities_damage, News24lHOT ÃÂ¤ USA 
1684,other_useful_information, FoxNews BREAKING USGS 6.0 magnitude earthquake shakes Northern California 
1685,other_useful_information,"Thanks to the Napa earthquake, explained the geo-cultural differences in winecellar design between France vs. Italy/Greece many times today."
1686,other_useful_information, SFBusinessTimes Napa earthquake lessons How to prepare your business for disaster 
1687,other_useful_information, abc7newsBayArea WATCH LIVE Get the latest details on the South Napa Earthquake on ABC7 News at 11 p.m. Watch now 
1688,other_useful_information,Napa earthquakes timing left many fumbling in dark 
1689,infrastructure_and_utilities_damage,Napa Earthquake Small Businesses Lacking Insurance Hit Hard 
1690,other_useful_information," nbcbayarea Safety improvements to historic buildings helped save lives in Napa earthquake, experts say. "
1691,infrastructure_and_utilities_damage,Napa wineries assess damage after earthquake. MORE 
1692,injured_or_dead_people," MyDesert UPDATE 120 injured, 3 critical after napaquake. At least 64,000 are without power "
1693,other_useful_information,M6.0 Earthquake is California Bay AreaÃ¢â¬â¢s Strongest Since Loma Prieta 
1694,infrastructure_and_utilities_damage, FredZeppelin12 BREAKING The total cost of the devastating Napa earthquake could top 1/8 of the cost to develop the 0bamaCare web site.
1695,sympathy_and_emotional_support,I feel sorry for the California earthquake damage victims. That is the last place on the planet anyone would expect an earthquake.
1696,donation_needs_or_offers_or_volunteering_services, sal_castaneda Oakland Raiders are donating 50-thousand dollars to the Napa area earthquake relief effort. napaquake 
1697,infrastructure_and_utilities_damage,check this out California winemakers cleaning up after quake - Businessweek New York TimesCa... 
1698,other_useful_information,Inquiries about earthquake insurance are likely to spike after the California earthquake 
1699,infrastructure_and_utilities_damage, janinebucks ÃÂ¤ USA 
1700,infrastructure_and_utilities_damage, fyeahCalifornia Only in California does earthquake damage = skatepark. (photo by Jeremy Carroll) 
1701,other_useful_information,Former top NRC inspector says shut Diablo Canyon California due to earthquake threats 
1702,other_useful_information,MP California hit by strong 6.0-magnitude quake via The News International 
1703,other_useful_information,due to earthquake in California BP will raise gas prices
1704,infrastructure_and_utilities_damage, campbellsuz Nappa earthquake wreaks Californias $13 billion wine industry 
1705,caution_and_advice,Raiders Assist in Napa Earthquake Recovery Efforts 
1706,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
1707,other_useful_information, nicoleewayne ÃÂ¤ USA 
1708,other_useful_information,California Earthquake 2014 American Canyon Epicenter Of 6.0 Quake 
1709,other_useful_information,Napa earthquake woke this many Jawbone wearers 
1710,other_useful_information, DougSaunders SALSAQUAKE! Bring the chips  Independent What the strongest earthquake in 25 years did to one shop in California 
1711,sympathy_and_emotional_support,"PLEASE RETWEET,I AM ASKING FOR PRAYERS FOR ALL OF NAPA CA. THEY ARE HUING UP THERE WITH 200+PEOPLE HU,1BILLION N DAMAGES FROM EAHQUAKE"
1712,injured_or_dead_people,Drone Shows Napa Quakes Impact From Above As doctors treated injured locals and geologists measured ruptures... 
1713,injured_or_dead_people," KTLA NapaQuake update at least 120 people reported to have been injured; 3 in critical condition, including child "
1714,other_useful_information,6.4/6.6 earthquake in Chile yesterday.  6.0 earthquake in Northern California early this morning. And now 7.0 earthquake in Peru!
1715,other_useful_information,"Earthquake magnitude 6 in CA, . its usual but damage is small in japan. USA must think safety of building.   earthquake"
1716,other_useful_information,"What Napa Looks Like After the Quake A strong earthquake rocked Northern California early Sunday morning, inj... "
1717,other_useful_information,4) Northern California earthquake Blue-collar Vallejo hit hard. Story by pfimrite napaquake 
1718,infrastructure_and_utilities_damage,[Emergency Mgmt
1719,infrastructure_and_utilities_damage,California winemakers cleaning up after quake 
1720,other_useful_information,Waiting for the big one in California - 6.0 Earthquake 
1721,infrastructure_and_utilities_damage,Gossip Hot News BestÃ¢â¬â¢s Briefing Insured Losses In Northern California Earthquake... 
1722,injured_or_dead_people,Dozens Injured In San Francisco Earthquake A 6.0-magnitude earthquake has rocked the northern San Francisco a... 
1723,other_useful_information,What the Napa Earthquake Means for Wine Lovers 
1724,not_related_or_irrelevant," BloomTV In case it wasnt obvious, this napaquake damaged car is sold ""as-is"" "
1725,not_related_or_irrelevant,McCain Uses California Earthquake to Criticize Obama 
1726,other_useful_information, Logan_Dion Typical CaliforniaÃ¢Ëâ¬Ã¯Â¸Â skating the earthquake fault linesÃ°Å¸Ëâ 
1727,injured_or_dead_people,ÃÂ¤ USA 
1728,other_useful_information,Earthquake rattles Northern California 
1729,not_related_or_irrelevant,California quake Was this the one before the Big One? - CNN
1730,infrastructure_and_utilities_damage,USA ÃÂ» NEWS ÃÂ» 
1731,other_useful_information, nbcbayarea Meadowbrook Lane in Napa Skaters find upside to quake damage. Video 
1732,infrastructure_and_utilities_damage, Jawbone Heres how the Napa earthquake affected Jawbone UP wearers in the Bay Area. 
1733,other_useful_information,"Earthquake Sismo M 1.4 - 6km NW of The Geysers, California Time2014-08-26 224204 UTC2014-08-26 154204 -... "
1734,infrastructure_and_utilities_damage,[BW
1735,other_useful_information, CBSNews Billions of dollars of wine rocked in California earthquake 
1736,other_useful_information, Newsweek Oklahoma just passed California as the most earthquake-prone state in the country 
1737,infrastructure_and_utilities_damage, RosenbergMerc Must-watch video drone surveys damage from Napa earthquake napaquake 
1738,infrastructure_and_utilities_damage, enobytes Earthquake damage in Oakville napa earthquake 
1739,other_useful_information,What Fitness Trackers Revealed About The South Napa Earthquake... On theneeds Technology 
1740,other_useful_information, mandari6 England GBR Grimsby 
1741,other_useful_information," TodoSismos Earthquake Sismo M 1.0 - 4km NW of The Geysers, California Time2014-08-27 034505 UTC2014-08-26 204505 -... "
1742,not_related_or_irrelevant,"US For many Californians, cost of earthquake insurance outweighs the risks NAPA Calif (Reuters) - Du... "
1743,infrastructure_and_utilities_damage,Losses From California Quake Could Top $1 Billion  
1744,infrastructure_and_utilities_damage,"More Than 100 Water Lines Still Broken After Napa Earthquake, 10 Sinkholes Found Sacramento "
1745,not_related_or_irrelevant,Thegirlinrowk chart showing timeline of people with fitbit woke up from Napa Earthquake 
1746,other_useful_information,South Napa Earthquake Cracks Open New Fears of Ã¢â¬ËThe Big OneÃ¢â¬â¢ 
1747,other_useful_information," water_agent August 25, 2014--Northern California 6.0 quake linked to decades of overpumping groundwater? (Los Angeles Times/WIP) ..."
1748,injured_or_dead_people,Boy Hurt in California Quake I Should Be Dead Boy badly hurt by bricks in California quake says lucky to b... 
1749,other_useful_information," eric_gajewski A 6.1 earthquake hit near Napa, California early this morning. "
1750,other_useful_information,"NapaÃ¢â¬â¢s 6.0 rumbler brings up another queasy topic earthquake insurance In earthquake-prone California, a sur... "
1751,injured_or_dead_people,Ã¢â¬Â¢ 
1752,infrastructure_and_utilities_damage, iLoveCHUNK Napa Earthquake 2014 We Will Rebuild 
1753,other_useful_information,VIDEO  DRAMATIC Moments 6.1 California Earthquake in Westin Verasa Napa | 24 08 2014  
1754,other_useful_information,Wow! More than just spilled wine  HuffPostBC Photos reveal damage after Napa earthquake 
1755,infrastructure_and_utilities_damage,Play on 
1756,other_useful_information,Napa earthquake as mapped by social media posts - CNET Napa earthquake as mapped by social ... 
1757,infrastructure_and_utilities_damage, janinebucks Ã¢â¢Â¦ 
1758,other_useful_information,"Earthquake M 1.1, Northern California "
1759,infrastructure_and_utilities_damage, vickydnguyen Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll 
1760,sympathy_and_emotional_support,Prayers go out to Napa Valley California to the 200+ people injured from the earthquake this morning
1761,other_useful_information,Expert urges California nuclear plant closure over earthquake threat Former lead inspector for Diablo Canyon ... 
1762,injured_or_dead_people,More than 100 hurt after 6.1-magnitude quake hits Northern California.
1763,infrastructure_and_utilities_damage, heyyouapp ÃÂ¤ USA 
1764,other_useful_information," earthquakesSF A 3.9 magnitude earthquake occurred 1.86mi WNW of American Canyon, California. Details "
1765,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
1766,infrastructure_and_utilities_damage, heyyouapp ÃÂ¦ 
1767,infrastructure_and_utilities_damage,NEWS CONFERENCE City officials assess damage following Napa quake City officials assess damage following Napa... 
1768,other_useful_information,Losses From California Quake Could Top $1 Billion - New York Times New York TimesLosses From California Quake... 
1769,other_useful_information, PreppersGuide Northern California braces for aftershocks after magnitude 6.0 earthquake - Fox News  preppernews 
1770,other_useful_information,[Ã¢â¢Â¥ JuniorOrteqa Ã¢â¢Â¥
1771,other_useful_information,Napa Quake ~ poorcar california earthquake 
1772,injured_or_dead_people,About 120 people were injured after a 6.0-magnitude earthquake hit N. California yesterday. 
1773,other_useful_information, AP Californias Napa County rattled by a 3.9-magnitude aftershock after an earthquake over the weekend 
1774,infrastructure_and_utilities_damage," 9NewsSyd 20,000 homes were left without power following the magnitude 6 earthquake that hit California. 9NewAt6"
1775,injured_or_dead_people, News24lHOT California USA El Monte ÃÂ» 
1776,injured_or_dead_people,California USA Richmond ÃÂ» 
1777,other_useful_information, heyyouapp ÃÂ¦ 
1778,other_useful_information,"BIGGEST QUAKE IN 25 YEARS SHAKES CALIFORNIA, U.S.A - PROPHECY FULFILLED ... "
1779,other_useful_information,USAHeadlines Cleanup Efforts Underway after Major Earthquake in California 
1780,sympathy_and_emotional_support,Our thoughts go out to those who have lost wine due to the napaquake 
1781,infrastructure_and_utilities_damage, vickydnguyen Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll 
1782,other_useful_information,Massachusetts USA Lowell BREAKING NEWS 211 earthquake Napa earthquake of 2014 heyyouapp... 
1783,infrastructure_and_utilities_damage," Esri  CitySourced Battered Napa Takes Stock of Quake Damage, as Power Returns "
1784,caution_and_advice, RepGaramendi Everyone stay safe. Aftershocks expected. napa Californiaearthquake earthquake 
1785,infrastructure_and_utilities_damage,"Damage the Napa quake caused at Bouchaine, the winery closest to epicenter. Barrels cracked, spilled wine, $$$ lost. "
1786,other_useful_information,"Each day after Sundays napaquake seems to uncover new damage or new problems. The latest, up next at 11. Watch "
1787,not_related_or_irrelevant, RFrederick_Art Going to check my studio. A lot of art &amp; supplies &amp; materials... Fingers Xd  NapaQuake
1788,infrastructure_and_utilities_damage,Drone footage shows Napa quake damage  
1789,other_useful_information,Small quake strikes off Southern California 
1790,infrastructure_and_utilities_damage, TuxcedoCat Oh AssWholeFoods suffered damages in Napa. Anyone feel badly? Anyone? Breuller? BoycottWholeFoods earthquake 
1791,other_useful_information,"Quake M 1.3 - 1km ENE of The Geysers, California"
1792,other_useful_information,California wine country quake losses seen in the billions NAPA Calif. (Reuters) - A strong earthquake that jo... 
1793,other_useful_information,I wish that gay earthquake in California had killed all the transgendered people
1794,not_related_or_irrelevant, vickydnguyen Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll 
1795,other_useful_information," Allochthonous New post on the Napa Valley quake, and the nature of the plate boundary in California. "
1796,injured_or_dead_people,"6.0-magnitude earthquake critically injures 3 people in Napa, California - "
1797,donation_needs_or_offers_or_volunteering_services, RAIDERS Raiders ProFootballHOF Willie Brown represents the Silver &amp; Black in Napa as the team helps with earthquake relief. 
1798,infrastructure_and_utilities_damage,[Emergency Mgmt
1799,infrastructure_and_utilities_damage,"After Quake, Napa Winemakers React to Shaking, Then Assess Damage "
1800,injured_or_dead_people,Over 120 Injured in Napa Quake ~via Breitbart TCOT 
1801,other_useful_information, latimes Thousands of brick buildings in California are still not retrofitted and are in danger of collapse in an earthquake 
1802,other_useful_information,How the Napa Earthquake affected Bay Area sleepers 
1803,injured_or_dead_people, ginalimp California USA Visalia ÃÂ» 
1804,other_useful_information,The latest on damaging earthquake in California - New York News 
1805,other_useful_information, fancytheneeds What Fitness Trackers Revealed About The South Napa Earthquake... On theneeds Technology 
1806,caution_and_advice, nuclearnewsbot Expert urges California nuclear plant closure over earthquake threat - CBS News 
1807,infrastructure_and_utilities_damage, nicoleewayne Ã¢â¢Â¦ 
1808,injured_or_dead_people,California USA Downey ÃÂ» 
1809,infrastructure_and_utilities_damage,California Quake Means Big Damage For Napa Valley Wineries 
1810,other_useful_information,Questions and answers about California earthquake By TERRY TANG Associated Press A magnitude-6.0 earthquake... 
1811,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
1812,other_useful_information,California earthquake strikes San Francisco Bay area 
1813,sympathy_and_emotional_support, NapaVintners TY to all who sent messages of help &amp; support. We continue to update info as we can see 
1814,other_useful_information, MeredithFrost California in one picture. MT vickydnguyen Napa skaters finding upside to quake damage. Photo from Jeremy Carroll 
1815,other_useful_information,California residents see mysterious lights flash in the sky during earthquake (NaturalNews) When a magnitude 6.0... 
1816,infrastructure_and_utilities_damage, PceThruStrength Nancy Pelosis Hotel in Napa she and her husband own. How much will taxpayers spend to repair earthquake damage? 
1817,other_useful_information, tyleronemo CAN ÃÂ» NEWS ÃÂ» 
1818,other_useful_information,USAHeadlines Cleanup Efforts Underway after Major Earthquake in California 
1819,not_related_or_irrelevant,Quake Is Major Test for Hard-Luck California City California earthquake marks first major test of hard-luck c... 
1820,other_useful_information,Police reveal suspect in Northern California earthquake. Howard Stern! 
1821,donation_needs_or_offers_or_volunteering_services, DoreenColondres If you really want to help drinknapa wines napaquake 
1822,donation_needs_or_offers_or_volunteering_services,Outstanding work today from my palatepress colleague wblakegray on the Napa earthquake. Follow his remarkable twitter feed.
1823,other_useful_information,Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake 
1824,other_useful_information,Quake Is Major Test for Hard-Luck California City California earthquake marks first major test of hard-luck c... 
1825,not_related_or_irrelevant, btemps Great news California. Lot of earthquake experts on my flight to San Francisco.
1826,other_useful_information, verge The Napa earthquake woke this many Jawbone Up wearers 
1827,injured_or_dead_people,"California wine country rocked by 6.0 quake, dozens hurt "
1828,infrastructure_and_utilities_damage,Even buildings with seismic retrofits damaged in Napa earthquake 
1829,donation_needs_or_offers_or_volunteering_services, nehlerssd VIDEO PG&amp;E Employees Descend on Napa to Aid Customers Impacted by Earthquake 
1830,injured_or_dead_people, ABC7Chicago UPDATE Earthquake in Californias Napa Valley near San Francisco injures at least 211 
1831,other_useful_information,Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake 
1832,other_useful_information,"News ""...strongest quake to hit Northern California since 1989.""  Double meanings have never been this accurate."
1833,other_useful_information,[Emergency Mgmt
1834,infrastructure_and_utilities_damage,"NBC4 News at 11 Post-Emmys coverage, drone video shows Napa quake damage, triple killings investigation &amp; more "
1835,other_useful_information,"If affected by NapaQuake, FederalAlliance has these tips to help prevent post-quake fires "
1836,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
1837,other_useful_information, ginalimp California USA Costa Mesa ÃÂ» 
1838,other_useful_information,Skaters Rip on California Terrain Transformed by Earthquake After what has been called the worst... 
1839,other_useful_information," earthquakesSF A 3.2 magnitude earthquake occurred 4.35mi SW of Napa, California. Details "
1840,not_related_or_irrelevant, no2persecution California earthquake captured on familys camera - video 
1841,other_useful_information,whisperdispatch SMShow The good news out of Napa Valley no boxed wine was damaged in the quake. The bad news no boxed wine was damaged Ã°Å¸Ëâ°
1842,infrastructure_and_utilities_damage,"Losses From California Quake Could Top $1 Billion The magnitude-6.0 earthquake damaged buildings, knocked out... "
1843,other_useful_information," earthquakesLA A 1.1 magnitude earthquake occurred 6.21mi ESE of Wrightwood, California. Details "
1844,injured_or_dead_people,Drone Shows Napa Quakes Impact From Above As doctors treated injured locals and geologists measured ruptures... 
1845,injured_or_dead_people, janinebucks ÃÂ¦ 
1846,infrastructure_and_utilities_damage, tyleronemo Ontario CAN Ottawa 
1847,other_useful_information,"For those interested, heres video I took yesterday of quake damage in downtown Napa. You wont see this on the news. "
1848,other_useful_information,"VIDEO- Napa earthquake a big blow to California wine industry Tyler Dahl looks over a $16,000 barrel of pinot... "
1849,caution_and_advice, BreakingNews California Gov. Jerry Brown declares a state of emergency following 6.1-magnitude earthquake - nbcbayarea 
1850,donation_needs_or_offers_or_volunteering_services," RaidersFanZone Raiders Assist in Napa Earthquake Recovery Efforts UPDATED The American Red Cross, Napa Valley Unified School Dis "
1851,other_useful_information, JimAnning Data from jawbone UP bands showing effects of Napa earthquake on sleep patterns 
1852,other_useful_information,"Cal land west of Napa moved 2"" NNW  USGS Update on the Magnitude 6 South Napa Earthquake of August 24, 2014 "
1853,other_useful_information, dekebridges 6.0 magnitude earthquake hits northern California. 
1854,other_useful_information,A look at earthquakes impact on California region 
1855,infrastructure_and_utilities_damage, ronlin Thousands of Californias brick buildings will come down in quake shaking hbecerraLATimes james_barragan   
1856,other_useful_information, WSJ Images from Northern California where a powerful earthquake struck Sunday morning. 
1857,other_useful_information, ipad iphone VIDEO California shaken by earthquake 
1858,injured_or_dead_people,"Strong California quake causes injuries, damage  "
1859,other_useful_information,"Earthquake M 2.9, Northern California Tuesday, August 26, 2014 000234 UTCMonday, August 25, 2014 050234 PM at epicenterDepth 7..."
1860,donation_needs_or_offers_or_volunteering_services,"Napa region needs your help!  WFFF team encourages you to eat, drink &amp; play in Napa after napaquake NapaVintners "
1861,other_useful_information,Napa earthquake measured in waking rates 
1862,infrastructure_and_utilities_damage,NPR News California Quake Means Big Damage For Napa Valley Wineries - 
1863,other_useful_information,Jawbone Up data shows how many people woke up during Sundays Napa earthquake | The Verge 
1864,injured_or_dead_people,The San Francisco Earthquake In Wine Country Injured Dozens Of People 
1865,infrastructure_and_utilities_damage,ReplaySports in Napa - business working through napaquake aftermath damage mapit 
1866,other_useful_information,Strongest Earthquake in 25 Years Hits Northern California 
1867,injured_or_dead_people,Top story Dozens injured after California earthquake - 
1868,other_useful_information,"Scientists Scramble to Map Previously Unknown Fault That Caused Napa Quake Sundays 6.0 magnitude earthquake in Napa, California, wa..."
1869,other_useful_information,"Cool graph at kdd2014 of people awake at hours of night as Napa earthquake happened, measured by jawbone wearers. "
1870,other_useful_information," MatthewKeysLive Hey KRON, this Smart Car-tipping photo is not from todays Napa earthquake... - "
1871,other_useful_information, News24 State of emergency as quake hits California  
1872,other_useful_information,LetYouKnow California begins quake clear-up Workers assess damage and begin to clear ... 
1873,not_related_or_irrelevant,"Our NapaQuake coverage continues from 11pm to midnight on NBC Bay Area. The latest on injuries, outages and damages. "
1874,infrastructure_and_utilities_damage, latimes Wineries and other businesses in Northern Californias wine country assess damage after todays earthquake 
1875,other_useful_information,Northern California rattled by magnitude-6.0 earthquake; governor ... 
1876,other_useful_information," NBCNightlyNews At least 65 aftershocks have hit Napa County, California since Sundays 6.0-magnitude quake "
1877,other_useful_information," earthquakesLA A 3.3 magnitude earthquake occurred 5.59mi SSW of San Pedro, California. Details "
1878,other_useful_information, washingtonpost Photos Powerful earthquake shakes Northern California 
1879,donation_needs_or_offers_or_volunteering_services,"Aftershocks, aid are focus days after Napa earthquake As aftershocks from Sundays powerful eart... "
1880,injured_or_dead_people, janinebucks ÃÂ¤ USA 
1881,donation_needs_or_offers_or_volunteering_services, anexxia Please consider donating if you can Napa Humane is caring for pets whose owners are in shelters 
1882,infrastructure_and_utilities_damage,"(LosDelSonido) N. California Earthquake Damage Could Reach $1B Northern California is cleaning up, one day after suff...  (IvanBerroa)"
1883,other_useful_information, heyyouapp Alabama USA Birmingham 
1884,not_related_or_irrelevant," WWECreative_ish If Big Show &amp; TheMarkHenry ""running"" didnt cause a massive earthquake in California, nothing will. RAWTonight"
1885,other_useful_information, MeredithFrost California in one picture. MT vickydnguyen Napa skaters finding upside to quake damage. Photo from Jeremy Carroll 
1886,other_useful_information," dannoyes ABC7 News Special Napa Earthquake coverage starting at 10pm, continuing until midnight.  southnapaquake quake preparenorcaÃ¢â¬Â¦"
1887,donation_needs_or_offers_or_volunteering_services," 2hip4tv napaquake The children tell me its tough to process, to help them they decided to sell baked goods &amp; lemonade, "
1888,infrastructure_and_utilities_damage,California earthquake wine country clears up damage around Napa 
1889,infrastructure_and_utilities_damage," SFnewsnow Napa Quake Damage Turning Into Tourist Attraction, Olive Oil Store Now Greasy And Expensive Mess "
1890,infrastructure_and_utilities_damage, nbcbayarea Meadowbrook Lane in Napa Skaters find upside to quake damage. Video 
1891,other_useful_information,Sony targeted by cyber criminals; California quake highlights insurance risks Sony is the latest big name cyb... 
1892,other_useful_information, NuclearFreeQld Expert urges California nuclear plant closure over earthquake threat | CBS News 
1893,not_related_or_irrelevant, NapaWineGuy NapaWineGuy Notes on the Napa earthquake 
1894,caution_and_advice,USAHeadlines Northern California Quake No Way to Know When Next One Will Hit 
1895,infrastructure_and_utilities_damage,Explosions and damage...At 11pm 6abc hear from local people who just landed at PHL from the quake zone in California.
1896,infrastructure_and_utilities_damage,"Napa Earthquake - First A Boom, Then Flames At Mobile Home Park jobs "
1897,other_useful_information,USAHeadlines Northern California Quake No Way to Know When Next One Will Hit 
1898,other_useful_information,"earthquake M 2.5, Northern California August 26, 2014 175651 GMT "
1899,injured_or_dead_people,"us Boy hurt in California quake I should be dead DAVIS, Calif. (AP) Ã¢â¬â Thirteen-year-old Nicholas Di... "
1900,other_useful_information,California winemakers cleaning up after quake
1901,not_related_or_irrelevant, newsbabe1530 Have quake; will skateboard. Visit CA!  dbfish The single most California photo of all time. napaquake 
1902,caution_and_advice,"that was your wake up call california, 7 steps to earthquake safety- "
1903,infrastructure_and_utilities_damage,UPDATE 1-California wine country quake losses seen in the billions - Reuters CNNUPDATE 1-California wine coun... 
1904,donation_needs_or_offers_or_volunteering_services,"Catholic Charities helps with relief after Calif. quake Ã¢â¬â Napa Valley, Calif., Aug 26, 2014 / 0407 am (CNA/EWT... "
1905,other_useful_information,Tips for business in crisis management planning in light of Napa earthquake.  
1906,caution_and_advice, nicoleewayne ÃÂ¦ 
1907,other_useful_information, nicoleewayne Ã¢â â USA 
1908,infrastructure_and_utilities_damage,NAPA Wineries continue earthquake damage clean-up 
1909,other_useful_information, DrShepherd2013 This was published before todays quake...The California drought may mean more earthquakes 
1910,donation_needs_or_offers_or_volunteering_services, 26DrDeath ATTENTION ALL!!For those attending this Thursdays Raider game 66thmob will be collecting donations for napaquake victims
1911,infrastructure_and_utilities_damage," EricaRHill Listening to reports from SF Bay Area re damage from 6.0 earthquake ...roads, some bldg damage. PG&amp;E outages 50k+ custoÃ¢â¬Â¦"
1912,other_useful_information,"Skaters Make Best of Napa Earthquake by Shredding Buckled Streets To quote Jurassic Parks esteemed, fictiona... "
1913,infrastructure_and_utilities_damage,Losses From California Quake Could Top $1 Billion Ã¢â¬â New YorkÃÂ Times 
1914,not_related_or_irrelevant,Brilliant!  Napa earthquake wine bucket challenge 
1915,other_useful_information,wine napaearthquake Strong California quake shakes famed wine country 
1916,injured_or_dead_people, News24lHOT USA ÃÂ» NEWS ÃÂ» 
1917,other_useful_information, janinebucks Connecticut USA Bridgeport ÃÂ» 
1918,other_useful_information,"Skaters turn damaged street into ramp after CA earthquake. When life gives you lemons, make a skateboard ramp.  "
1919,donation_needs_or_offers_or_volunteering_services,"The Napa food bank is very low on food. Need non-perishable foods,  Volunteers needed f  $ donations too napaquake earthquake"
1920,donation_needs_or_offers_or_volunteering_services,"Skaters Make Best of Napa Earthquake by Shredding Buckled Streets To quote Jurassic Parks esteemed, fictiona... "
